zOrig,zDest,FAF_O,FAF_D,netNodeO,netNodeD,FRA_O,FRA_D,fTons (K)
88,232,171,409,7365,3195,408641,354831,5.294016
8,220,19,393,9382,10452,428070,440877,5.292155
274,170,486,300,4351,1466,370166,329642,5.291103
124,136,209,221,3161,5918,354335,390084,5.290864
147,61,241,129,13629,8533,478861,417974,5.289341
199,94,362,179,12847,6045,468821,392193,5.284913
213,193,380,342,2770,13991,347721,483598,5.284836
215,53,380,122,3491,12159,358711,458319,5.284372
161,18,271,50,5230,6039,381938,392121,5.283729
197,162,350,279,2416,5654,342876,386600,5.282785
75,97,132,179,11728,6947,453331,403496,5.282456
169,176,299,311,5137,3822,380766,363554,5.282313
113,78,190,139,5081,9898,379962,434942,5.280885
155,148,261,242,10506,13254,441355,474045,5.279564
155,149,261,242,10506,13644,441355,478955,5.279564
91,295,171,513,7983,13030,414089,471347,5.279135
257,247,459,429,11787,13388,453864,475739,5.2774
187,96,331,179,14971,6723,495207,400579,5.276803
199,46,362,99,12847,14835,468821,493235,5.275858
27,147,64,241,435,13629,310556,478861,5.275531
218,266,392,482,11504,4873,450746,377794,5.275119
218,267,392,482,11504,4936,450746,378449,5.275119
8,271,19,484,9382,3800,428070,363320,5.272922
4,297,12,519,7596,12592,410839,465890,5.272041
274,84,486,160,4351,1349,370166,326802,5.271346
112,83,190,160,4104,1325,366886,326338,5.271265
41,37,89,81,2362,2325,341849,341046,5.270104
20,135,61,219,1012,9726,321736,432226,5.27008
318,191,560,341,2216,14444,340080,489091,5.269459
117,273,190,486,6061,4124,392352,367103,5.268714
17,181,50,319,5577,3673,385939,361539,5.268651
5,216,19,380,8901,3565,422118,359698,5.268552
273,283,486,491,4124,1660,367103,332808,5.267769
90,313,171,559,7519,7321,410045,408111,5.267083
110,61,189,129,9034,8533,424141,417974,5.266379
192,24,341,62,14507,687,489881,314939,5.266031
76,110,139,189,9533,9034,429596,424141,5.265227
192,158,341,269,14507,8646,489881,418960,5.265198
192,160,341,269,14507,10026,489881,436366,5.265198
192,159,341,269,14507,9334,489881,427423,5.265198
145,200,230,363,15032,14568,495884,490541,5.264867
314,251,559,429,7600,13896,410915,482137,5.264478
197,261,350,471,2416,6400,342876,396179,5.263187
76,65,139,129,9533,11031,429596,446671,5.262621
303,191,539,341,1252,14444,325529,489091,5.260681
8,59,19,124,9382,10684,428070,443554,5.260478
21,28,61,64,1247,645,325474,314028,5.260425
75,59,132,124,11728,10684,453331,443554,5.260084
108,75,189,132,8805,11728,420535,453331,5.258785
206,257,372,459,12501,11787,463889,453864,5.256863
111,61,189,129,9173,8533,425481,417974,5.256677
76,111,139,189,9533,9173,429596,425481,5.255527
47,88,101,171,13959,7365,483026,408641,5.255004
312,114,559,190,7218,5531,406783,385332,5.253998
69,155,131,261,9598,10506,430342,441355,5.253016
315,190,560,341,1925,14400,336667,488248,5.252524
63,257,129,459,9809,11787,433465,453864,5.249854
294,211,512,379,13694,13126,479838,472346,5.248356
280,262,489,472,2832,8902,349115,422132,5.247215
154,315,261,560,10449,1925,440834,336667,5.246156
225,250,399,429,10115,13697,437419,479874,5.243506
276,150,487,249,2897,13163,350299,473010,5.241616
316,248,560,429,1986,13535,337589,477840,5.241522
317,248,560,429,1986,13535,337589,477840,5.241522
172,279,300,489,1538,2693,331012,346798,5.241013
173,279,300,489,1539,2693,331014,346798,5.241013
92,213,172,380,6491,2770,397178,347721,5.239339
91,67,171,129,7983,11362,414089,449306,5.239182
274,135,486,219,4351,9726,370166,432226,5.236694
114,54,190,122,5531,12175,385332,458556,5.23601
163,199,280,362,6275,12847,395467,468821,5.235983
164,199,280,362,6887,12847,402884,468821,5.235983
213,133,380,219,2770,8959,347721,423091,5.235836
169,113,299,190,5137,5081,380766,379962,5.235557
259,276,460,487,3021,2897,352470,350299,5.235388
231,27,409,64,3036,435,352861,310556,5.235085
77,129,139,212,9539,9317,429661,427131,5.23383
202,199,364,362,13198,12847,473422,468821,5.23316
201,199,364,362,13188,12847,473268,468821,5.23316
49,296,111,513,13419,13384,476164,475723,5.232539
64,226,129,399,10822,10155,444840,437809,5.231523
297,248,519,429,12592,13535,465890,477840,5.231376
199,30,362,69,12847,724,468821,315673,5.229406
133,75,219,132,8959,11728,423091,453331,5.226641
95,216,179,380,6716,3565,400440,359698,5.22542
303,157,539,262,1252,9293,325529,426819,5.225285
302,10,539,42,869,1832,319146,335597,5.224987
169,182,299,319,5137,3845,380766,363891,5.224709
279,299,489,531,2693,237,346798,305935,5.224502
55,203,122,369,12270,13794,460118,480932,5.223672
31,250,69,429,859,13697,318889,479874,5.22047
70,20,131,61,9637,1012,431035,321736,5.219957
40,278,89,489,2260,2579,340498,345412,5.219698
260,174,460,300,3711,1805,362062,334895,5.219342
302,181,539,319,869,3673,319146,361539,5.217895
113,205,190,372,5081,12241,379962,459525,5.216099
141,212,229,380,5644,2420,386552,342898,5.215465
164,314,280,559,6887,7600,402884,410915,5.214707
163,314,280,559,6275,7600,395467,410915,5.214707
16,168,50,292,5376,6163,383370,394071,5.214406
271,75,484,132,3800,11728,363320,453331,5.214089
305,134,540,219,11305,9709,448728,432001,5.213362
78,97,139,179,9898,6947,434942,403496,5.213126
50,294,121,512,11144,13694,447461,479838,5.212671
267,58,482,123,4936,11658,378449,452708,5.212047
266,58,482,123,4873,11658,377794,452708,5.212047
82,132,139,219,11574,8389,451518,416611,5.2118
248,91,429,171,13535,7983,477840,414089,5.209531
109,67,189,129,8937,11362,422911,449306,5.209506
83,10,160,42,1325,1832,326338,335597,5.208729
96,33,179,81,6723,2244,400579,340385,5.208376
96,34,179,81,6723,2244,400579,340385,5.208376
252,273,441,486,14888,4124,494262,367103,5.207146
17,212,50,380,5577,2420,385939,342898,5.206735
94,194,179,350,6045,2072,392193,338745,5.206382
199,144,362,230,12847,14995,468821,495477,5.206079
62,4,129,12,9322,7596,427214,410839,5.205585
215,178,380,319,3491,2441,358711,343048,5.205285
164,8,280,19,6887,9382,402884,428070,5.204842
163,8,280,19,6275,9382,395467,428070,5.204842
295,156,513,262,13030,9081,471347,424609,5.204434
138,110,223,189,6300,9034,395671,424141,5.203119
86,175,160,300,1416,1953,328564,337188,5.203041
236,154,419,261,656,10449,314420,440834,5.200381
110,198,189,361,9034,14646,424141,491182,5.197122
220,6,393,19,10452,9020,440877,423914,5.197016
139,114,223,190,6546,5531,397786,385332,5.196144
246,266,429,482,13184,4873,473214,377794,5.196103
246,267,429,482,13184,4936,473214,378449,5.196103
95,136,179,221,6716,5918,400440,390084,5.193808
138,111,223,189,6300,9173,395671,425481,5.193533
91,149,171,242,7983,13644,414089,478955,5.192285
91,148,171,242,7983,13254,414089,474045,5.192285
26,253,64,451,342,12364,308387,461299,5.192284
184,246,329,429,799,13184,316845,473214,5.189472
213,259,380,460,2770,3021,347721,352470,5.189362
90,270,171,484,7519,3703,410045,361928,5.189128
111,198,189,361,9173,14646,425481,491182,5.187548
65,214,129,380,11031,2818,446671,348747,5.186877
54,79,122,139,12175,10137,458556,437620,5.186595
20,278,61,489,1012,2579,321736,345412,5.186257
112,88,190,171,4104,7365,366886,408641,5.185376
141,85,229,160,5644,1367,386552,327259,5.184482
190,161,341,271,14400,5230,488248,381938,5.184204
112,164,190,280,4104,6887,366886,402884,5.18372
112,163,190,280,4104,6275,366886,395467,5.18372
71,78,131,139,9748,9898,432669,434942,5.183031
233,83,411,160,71,1325,301971,326338,5.183024
209,262,379,472,11686,8902,453036,422132,5.182695
294,264,512,479,13694,9408,479838,428302,5.182677
264,214,479,380,9408,2818,428302,348747,5.182233
257,139,459,223,11787,6546,453864,397786,5.182177
116,92,190,172,5790,6491,388612,397178,5.181005
238,32,421,69,14110,865,484667,319096,5.180684
276,110,487,189,2897,9034,350299,424141,5.180066
77,60,139,124,9539,10921,429661,445695,5.179929
311,5,559,19,6842,8901,402197,422118,5.178932
17,203,50,369,5577,13794,385939,480932,5.175866
152,4,251,12,14856,7596,493733,410839,5.175004
151,4,251,12,14845,7596,493469,410839,5.175004
61,257,129,459,8533,11787,417974,453864,5.174588
211,216,379,380,13126,3565,472346,359698,5.174005
7,82,19,139,9379,11574,428054,451518,5.173173
60,16,124,50,10921,5376,445695,383370,5.171118
276,111,487,189,2897,9173,350299,425481,5.170523
90,242,171,422,7519,12573,410045,465636,5.170399
23,272,62,485,593,2097,312988,338965,5.170088
134,270,219,484,9709,3703,432001,361928,5.167264
139,247,223,429,6546,13388,397786,475739,5.166105
311,242,559,422,6842,12573,402197,465636,5.166042
278,115,489,190,2579,5760,345412,388180,5.165813
209,298,379,519,11686,13037,453036,471386,5.16416
167,95,291,179,4735,6716,376015,400440,5.16404
31,235,69,419,859,48,318889,301480,5.162456
137,165,222,291,5190,4689,381551,375289,5.162021
137,166,222,291,5190,4704,381551,375681,5.162021
318,174,560,300,2216,1805,340080,334895,5.160697
83,154,160,261,1325,10449,326338,440834,5.160066
107,256,189,452,8437,11192,416847,447820,5.159831
264,89,479,171,9408,7381,428302,408834,5.159282
120,155,202,261,3383,10506,357396,441355,5.159053
64,60,129,124,10822,10921,444840,445695,5.158502
313,89,559,171,7321,7381,408111,408834,5.157235
109,191,189,341,8937,14444,422911,489091,5.155468
288,24,499,62,1829,687,335586,314939,5.155053
227,282,401,489,3156,3109,354308,353672,5.154739
110,214,189,380,9034,2818,424141,348747,5.154606
141,99,229,179,5644,7438,386552,409272,5.154458
253,292,451,511,12364,13251,461299,474019,5.15424
96,135,179,219,6723,9726,400579,432226,5.153893
144,161,230,271,14995,5230,495477,381938,5.15048
100,280,181,489,8648,2832,418964,349115,5.149975
302,83,539,160,869,1325,319146,326338,5.149872
36,280,81,489,2304,2832,340917,349115,5.14907
32,312,69,559,865,7218,319096,406783,5.148863
235,84,419,160,48,1349,301480,326802,5.148782
37,41,81,89,2325,2362,341046,341849,5.146876
67,96,129,179,11362,6723,449306,400579,5.146026
111,214,189,380,9173,2818,425481,348747,5.14511
137,312,222,559,5190,7218,381551,406783,5.144627
7,74,19,132,9379,11609,428054,451972,5.143539
253,159,451,269,12364,9334,461299,427423,5.142119
253,160,451,269,12364,10026,461299,436366,5.142119
253,158,451,269,12364,8646,461299,418960,5.142119
214,242,380,422,2818,12573,348747,465636,5.14153
285,316,491,560,1704,1986,333248,337589,5.140456
285,317,491,560,1704,1986,333248,337589,5.140456
198,203,361,369,14646,13794,491182,480932,5.139852
117,95,190,179,6061,6716,392352,400440,5.138242
58,55,123,122,11658,12270,452708,460118,5.136063
180,154,319,261,3050,10449,353045,440834,5.135876
119,279,201,489,4490,2693,372696,346798,5.134134
214,35,380,81,2818,2255,348747,340445,5.133849
300,63,531,129,300,9809,307557,433465,5.133458
155,82,261,139,10506,11574,441355,451518,5.132506
231,174,409,300,3036,1805,352861,334895,5.129165
211,5,379,19,13126,8901,472346,422118,5.128127
169,88,299,171,5137,7365,380766,408641,5.127021
137,89,222,171,5190,7381,381551,408834,5.126961
184,174,329,300,799,1805,316845,334895,5.126807
78,67,139,129,9898,11362,434942,449306,5.126346
250,219,429,392,13697,11554,479874,451258,5.126282
264,140,479,229,9408,5509,428302,385093,5.125324
272,24,485,62,2097,687,338965,314939,5.125016
126,294,209,512,4174,13694,367777,479838,5.124595
162,42,279,89,5654,2387,386600,342105,5.124438
85,123,160,209,1367,2848,327259,349555,5.123618
145,153,230,259,15032,14777,495884,492614,5.118947
115,14,190,50,5760,4812,388180,377024,5.117894
99,213,179,380,7438,2770,409272,347721,5.117609
154,149,261,242,10449,13644,440834,478955,5.117371
154,148,261,242,10449,13254,440834,474045,5.117371
117,100,190,181,6061,8648,392352,418964,5.117154
133,241,219,422,8959,12477,423091,463403,5.116453
97,209,179,379,6947,11686,403496,453036,5.11465
311,191,559,341,6842,14444,402197,489091,5.113677
310,117,559,190,6756,6061,400985,392352,5.113316
5,105,19,183,8901,9470,422118,428994,5.113109
56,7,123,19,11637,9379,452361,428054,5.112538
187,95,331,179,14971,6716,495207,400440,5.111708
164,25,280,63,6887,1326,402884,326398,5.109469
163,25,280,63,6275,1326,395467,326398,5.109469
276,97,487,179,2897,6947,350299,403496,5.106353
144,211,230,379,14995,13126,495477,472346,5.10625
178,113,319,190,2441,5081,343048,379962,5.105854
68,99,129,179,11901,7438,455320,409272,5.105462
212,248,380,429,2420,13535,342898,477840,5.104654
211,264,379,479,13126,9408,472346,428302,5.104497
285,175,491,300,1704,1953,333248,337188,5.103703
293,253,511,451,13305,12364,474701,461299,5.102251
26,279,64,489,342,2693,308387,346798,5.101433
70,76,131,139,9637,9533,431035,429596,5.101402
36,85,81,160,2304,1367,340917,327259,5.100112
215,59,380,124,3491,10684,358711,443554,5.099263
90,100,171,181,7519,8648,410045,418964,5.098683
253,198,451,361,12364,14646,461299,491182,5.097901
80,99,139,179,10351,7438,439695,409272,5.096575
272,217,485,391,2097,9692,338965,431812,5.096157
316,249,560,429,1986,13549,337589,478104,5.095856
317,249,560,429,1986,13549,337589,478104,5.095856
314,300,559,531,7600,300,410915,307557,5.093317
69,154,131,261,9598,10449,430342,440834,5.09164
295,100,513,181,13030,8648,471347,418964,5.090085
6,66,19,129,9020,11324,423914,448866,5.090022
282,76,489,139,3109,9533,353672,429596,5.088468
299,70,531,131,237,9637,305935,431035,5.088138
253,24,451,62,12364,687,461299,314939,5.088039
297,249,519,429,12592,13549,465890,478104,5.085991
87,260,160,460,1717,3711,333324,362062,5.08426
282,209,489,379,3109,11686,353672,453036,5.083806
280,125,489,209,2832,3257,349115,355859,5.083192
282,36,489,81,3109,2304,353672,340917,5.082821
84,274,160,486,1349,4351,326802,370166,5.080532
36,286,81,491,2304,1785,340917,334454,5.080452
8,264,19,479,9382,9408,428070,428302,5.079526
8,150,19,249,9382,13163,428070,473010,5.078648
274,19,486,50,4351,6266,370166,395391,5.075423
140,311,229,559,5509,6842,385093,402197,5.074843
89,220,171,393,7381,10452,408834,440877,5.072348
76,278,139,489,9533,2579,429596,345412,5.072275
36,32,81,69,2304,865,340917,319096,5.071951
30,57,69,123,724,11643,315673,452442,5.070869
244,199,423,362,14002,12847,483750,468821,5.070751
189,98,341,179,14369,6996,487996,404080,5.070683
126,23,209,62,4174,593,367777,312988,5.070502
215,176,380,311,3491,3822,358711,363554,5.070468
11,281,49,489,1467,2836,329710,349158,5.069623
276,267,487,482,2897,4936,350299,378449,5.069449
276,266,487,482,2897,4873,350299,377794,5.069449
171,218,300,392,1470,11504,329739,450746,5.06904
155,58,261,123,10506,11658,441355,452708,5.068316
139,110,223,189,6546,9034,397786,424141,5.067546
304,297,540,519,11278,12592,448492,465890,5.067474
278,212,489,380,2579,2420,345412,342898,5.066816
194,155,350,261,2072,10506,338745,441355,5.066316
155,175,261,300,10506,1953,441355,337188,5.066136
2,238,11,421,8739,14110,419866,484667,5.06567
16,142,50,229,5376,5681,383370,386981,5.065313
27,33,64,81,435,2244,310556,340385,5.064819
27,34,64,81,435,2244,310556,340385,5.064819
249,91,429,171,13549,7983,478104,414089,5.064753
28,161,64,271,645,5230,314028,381938,5.062623
265,303,481,539,3221,1252,355232,325529,5.062421
233,174,411,300,71,1805,301971,334895,5.062088
114,235,190,419,5531,48,385332,301480,5.061836
278,311,489,559,2579,6842,345412,402197,5.060932
118,163,201,280,4476,6275,372451,395467,5.0608
118,164,201,280,4476,6887,372451,402884,5.0608
57,254,123,451,11643,12383,452442,461503,5.060633
300,61,531,129,300,8533,307557,417974,5.05986
163,108,280,189,6275,8805,395467,420535,5.059462
164,108,280,189,6887,8805,402884,420535,5.059462
176,215,311,380,3822,3491,363554,358711,5.058444
139,111,223,189,6546,9173,397786,425481,5.05821
212,194,380,350,2420,2072,342898,338745,5.055989
67,147,129,241,11362,13629,449306,478861,5.054375
116,310,190,559,5790,6756,388612,400985,5.050654
96,58,179,123,6723,11658,400579,452708,5.050427
106,190,183,341,9546,14400,429819,488248,5.05003
97,48,179,109,6947,13994,403496,483633,5.048868
92,103,172,182,6491,9073,397178,424523,5.046277
137,257,222,459,5190,11787,381551,453864,5.046203
81,305,139,540,11155,11305,447563,448728,5.046011
95,34,179,81,6716,2244,400440,340385,5.045422
95,33,179,81,6716,2244,400440,340385,5.045422
110,104,189,183,9034,9438,424141,428587,5.045008
190,90,341,171,14400,7519,488248,410045,5.044904
107,102,189,182,8437,9008,416847,423824,5.04454
97,35,179,81,6947,2255,403496,340445,5.043931
92,272,172,485,6491,2097,397178,338965,5.042498
163,246,280,429,6275,13184,395467,473214,5.042129
164,246,280,429,6887,13184,402884,473214,5.042129
274,114,486,190,4351,5531,370166,385332,5.040914
199,103,362,182,12847,9073,468821,424523,5.039519
280,257,489,459,2832,11787,349115,453864,5.038344
266,129,482,212,4873,9317,377794,427131,5.037933
267,129,482,212,4936,9317,378449,427131,5.037933
25,65,63,129,1326,11031,326398,446671,5.037562
270,33,484,81,3703,2244,361928,340385,5.037494
270,34,484,81,3703,2244,361928,340385,5.037494
274,163,486,280,4351,6275,370166,395467,5.036887
274,164,486,280,4351,6887,370166,402884,5.036887
189,265,341,481,14369,3221,487996,355232,5.036593
195,199,350,362,2073,12847,338763,468821,5.036431
111,104,189,183,9173,9438,425481,428587,5.035713
97,115,179,190,6947,5760,403496,388180,5.034724
141,261,229,471,5644,6400,386552,396179,5.034243
114,30,190,69,5531,724,385332,315673,5.033646
223,282,394,489,9855,3109,434289,353672,5.03281
224,282,394,489,10039,3109,436452,353672,5.03281
30,248,69,429,724,13535,315673,477840,5.031157
